,tweet,filtered_tweets,label,score
2061,"Ive made my share, my name’s on the books, yayyyy. Please support if you can! @TeamJoe #JoeBiden #KamalaHarris https://t.co/sbehrpL4JS",ive made my share my names on the books yayyyy please support if you can teamjoe joebiden kamalaharris httpstcosbehrpl4js,positive,0.8657628297805786
2062,All you #republicans working to expose #JoeBiden and his secret business ventures: just screen shot his documents and emails. No URLs... that hurts twitters feelings 😂 #Censorship2020 #Trump2020 #Trump2020LandslideVictory #VoteRedToSaveAmerica2020 https://t.co/EH4O0H10Rn,all you republicans working to expose joebiden and his secret business ventures just screen shot his documents and emails no urls that hurts twitters feelings  censorship2020 trump2020 trump2020landslidevictory voteredtosaveamerica2020 httpstcoeh4o0h10rn,negative,0.8231871724128723
2063,@bobashaff @NCRonline I'm a confirmed Catholic and have listened to this debate my whole life. EVERYONE needs healthcare. The Republican Party opposes that. Trump is in the courts trying to kill our national health program. I'm voting for #JoeBiden #VOTE,bobashaff ncronline im a confirmed catholic and have listened to this debate my whole life everyone needs healthcare the republican party opposes that trump is in the courts trying to kill our national health program im voting for joebiden vote,negative,0.4882950484752655
2064,#Election2020 #EarlyVoting #VoteHimOut2020 #JoeBiden #KamalaHarris https://t.co/b3sGRczdUb,election2020 earlyvoting votehimout2020 joebiden kamalaharris httpstcob3sgrczdub,neutral,0.875784695148468
2065,Hunter Biden #JoeBiden #NeverBiden #HunterBiden #methpipe #meth @JoeBiden,hunter biden joebiden neverbiden hunterbiden methpipe meth joebiden,neutral,0.8015665411949158
2066,What do you think will happen when @JoeBiden  is elected? Honestly are you guys afraid for your families? I will vote for #biden regardless but this shit is absolutely about to get worse!,what do you think will happen when joebiden  is elected honestly are you guys afraid for your families i will vote for biden regardless but this shit is absolutely about to get worse,negative,0.9337667226791382
2067,#PresidentialDebate2020 #DonaldTrump #JoeBiden #America https://t.co/EnLStQJEoU,presidentialdebate2020 donaldtrump joebiden america httpstcoenlstqjeou,neutral,0.8083488345146179
2068,@Trump  kritisiert #Twitter und #Facebook: Aufregung um kritischen Artikel über #JoeBiden https://t.co/SCk0k2y5ys,trump  kritisiert twitter und facebook aufregung um kritischen artikel ber joebiden httpstcosck0k2y5ys,neutral,0.6994988918304443
2069,"Indians who live in America and can vote
Remember this
#JoeBiden &amp; #KamalaHarris are pro #Pakistan &amp; anti #India blokes
After going there some great comradeship has dawned upon you and you can accept it &amp; vote for him this #USElection2020 ? I despise you !! Thu thu","indians who live in america and can vote
remember this
joebiden amp kamalaharris are pro pakistan amp anti india blokes
after going there some great comradeship has dawned upon you and you can accept it amp vote for him this uselection2020  i despise you  thu thu",negative,0.7314037084579468
2070,"@SenKamalaHarris I don't by the #JoeBiden has any knowledge of science, reads, or understands anything to do with science. #BidenHarrisLandslide2020",senkamalaharris i dont by the joebiden has any knowledge of science reads or understands anything to do with science bidenharrislandslide2020,negative,0.5751968622207642
2071,@Biden2086865894 @UglyAngelRacing @THENATUREBOY1 @JoeBiden Now these is what you could call #biden supporting morons!! https://t.co/8qT0z4ZKgV,biden2086865894 uglyangelracing thenatureboy1 joebiden now these is what you could call biden supporting morons httpstco8qt0z4zkgv,negative,0.8730591535568237
2072,@washingtonpost #Biden #Ukraine #CrackheadHunter #BurismaBiden https://t.co/CWFjbkLkRe,washingtonpost biden ukraine crackheadhunter burismabiden httpstcocwfjbklkre,neutral,0.4982004761695862
2073,#Burisma #HunterBiden #JoeBiden #Corruption https://t.co/cW1H6IojIj,burisma hunterbiden joebiden corruption httpstcocw1h6iojij,neutral,0.658306360244751
2074,"No ONE I hope is ""shaming""
#HunterBiden for his addiction! But WHAT NEEDS to be pointed out is  HUNTER'S drug use was overlooked and he got preferential treatment..UNLIKE
POC or the POOR ! #JoeBiden ADVOCATED for harsh drug laws FOR EVERY 1 ELSE while his son got a PASS!HYPOCRISY https://t.co/88SlztoCgl","no one i hope is shaming
hunterbiden for his addiction but what needs to be pointed out is  hunters drug use was overlooked and he got preferential treatmentunlike
poc or the poor  joebiden advocated for harsh drug laws for every 1 else while his son got a passhypocrisy httpstco88slztocgl",negative,0.7687738537788391
2075,@RealMancrush45 You mean in a race? #Biden runs more.  No way Hamburger #Trump can keep up. Sorry MAN #BidenCares https://t.co/jbscSc0KXD,realmancrush45 you mean in a race biden runs more  no way hamburger trump can keep up sorry man bidencares httpstcojbscsc0kxd,negative,0.6953814625740051
2076,How Wally fell asleep 10/14/20. He was lulled to sleep after me talking about how easy #earlyvotingtexas was for #JoeBiden today. https://t.co/QW6Q4p8Ly9,how wally fell asleep 101420 he was lulled to sleep after me talking about how easy earlyvotingtexas was for joebiden today httpstcoqw6q4p8ly9,positive,0.6113882064819336
2077,"A corrupt politician named #joebiden, author of the 1994 Crime Bill (3 strikes), and his dope head son #HunterBiden used America like a piggy bank. 
Why is @JoeBiden being pushed on everyone by a corrupt and complicit media(reporters, actors athletes)??? #BidenHarris #NBA #CNN https://t.co/RdGYzPIlVd","a corrupt politician named joebiden author of the 1994 crime bill 3 strikes and his dope head son hunterbiden used america like a piggy bank 
why is joebiden being pushed on everyone by a corrupt and complicit mediareporters actors athletes bidenharris nba cnn httpstcordgyzpilvd",negative,0.9153636693954468
2078,"@DonaldJTrumpJr Uncle Junior
#Biden campaign doesn't have to comment. 
He's winning.  
If I were Hunter Biden I would be chomping at the bit to get at you. But he won't say a word.  
Cause they are winning. 
I would advise against saying anything.  
Hence, Tumbleweeds","donaldjtrumpjr uncle junior
biden campaign doesnt have to comment 
hes winning  
if i were hunter biden i would be chomping at the bit to get at you but he wont say a word  
cause they are winning 
i would advise against saying anything  
hence tumbleweeds",neutral,0.4802038371562958
2079,"#GEORGIA’S IN PLAY!  #JoeBiden leads by 7%
#Democrats #JonOssoff &amp; #RaphaelWarnock also lead in races to #flipthesenate. Even if you’re only making 1 small donation to #dumptrump, make it now in #GA
➡️https://t.co/8B2OPw8bRf
➡️ https://t.co/H7zj4ddlid
#BidenHarris2020
#BlueWave https://t.co/irdh5EmiwP","georgias in play  joebiden leads by 7
democrats jonossoff amp raphaelwarnock also lead in races to flipthesenate even if youre only making 1 small donation to dumptrump make it now in ga
httpstco8b2opw8brf
 httpstcoh7zj4ddlid
bidenharris2020
bluewave httpstcoirdh5emiwp",neutral,0.736733078956604
2080,#qanon #obama #hillaryclinton #joebiden #binladen #fakenews #911truth https://t.co/N0KvJ66Kiu,qanon obama hillaryclinton joebiden binladen fakenews 911truth httpstcon0kvj66kiu,neutral,0.5994473695755005
2081,#Biden noncommittal but some Democrats favor expanding #SupremeCourt https://t.co/SwpilIdXqA,biden noncommittal but some democrats favor expanding supremecourt httpstcoswpilidxqa,neutral,0.823593258857727
2082,Tonic I needed was to see my girl #Maddow speak up about her employer giving #Trump a platform tomorrow night directly opposite #Biden. She can’t ask others to speak up all the time and then not be willing to put herself at risk. She’d be fine. She’s the backbone of the network. https://t.co/iv7HFgQGps,tonic i needed was to see my girl maddow speak up about her employer giving trump a platform tomorrow night directly opposite biden she cant ask others to speak up all the time and then not be willing to put herself at risk shed be fine shes the backbone of the network httpstcoiv7hfgqgps,neutral,0.5429774522781372
2083,@landrewmc1 @realDonaldTrump UR Hilarious IT’s @JoeBiden who needs to answer questions about #HunterBiden spun out pics w meth pipe emails from #Barisma ASKING 4 favor from #JoeBiden #hunterslaptop cuz he was spun 4got laptop. CORRUPT THREAT 2 USA SEC #SenateDocOnHunterNJoeBidenIsFact https://t.co/oe2qFXE1om https://t.co/TGiCcuXeGK,landrewmc1 realdonaldtrump ur hilarious its joebiden who needs to answer questions about hunterbiden spun out pics w meth pipe emails from barisma asking 4 favor from joebiden hunterslaptop cuz he was spun 4got laptop corrupt threat 2 usa sec senatedoconhunternjoebidenisfact httpstcooe2qfxe1om httpstcotgiccuxegk,negative,0.5487373471260071
2084,"IMO | @IngrahamAngle pushing a fake conspiracy theory that twitter and FB flagged the (debunked) @NYPost story smearing #JoeBiden because the @JoeBiden campaign ordered it so!

See why we can't have nice things in America anymore?","imo  ingrahamangle pushing a fake conspiracy theory that twitter and fb flagged the debunked nypost story smearing joebiden because the joebiden campaign ordered it so

see why we cant have nice things in america anymore",negative,0.8892968893051147
2085,"@SohrabAhmari, editorialista del #NYP, e' stato #censurato da #Twitter che ha impedito (a chiunque) la pubblicazione di un articolo circa nuove evidenze sul coinvolgimento del figlio e di #Biden stesso nello scandalo #Ucraina, indicandolo come harmful

Segue testo articolo

1/n https://t.co/6n5Awv2iJ5","sohrabahmari editorialista del nyp e stato censurato da twitter che ha impedito a chiunque la pubblicazione di un articolo circa nuove evidenze sul coinvolgimento del figlio e di biden stesso nello scandalo ucraina indicandolo come harmful

segue testo articolo

1n httpstco6n5awv2ij5",neutral,0.771898090839386
2086,"Twitter's Jack Dorsey says company botched blocking NYP article on alleged emails on Hunter Biden's laptop
#Biden #HunterBiden #HunterBidenEmails #TwitterCensorship

https://t.co/O5lRbpqYn1","twitters jack dorsey says company botched blocking nyp article on alleged emails on hunter bidens laptop
biden hunterbiden hunterbidenemails twittercensorship

httpstcoo5lrbpqyn1",negative,0.6561707854270935
2087,Na ostatniej prostej Obama włącza się w kampanię #JoeBiden. https://t.co/v6pD8IkaTp,na ostatniej prostej obama wcza si w kampani joebiden httpstcov6pd8ikatp,neutral,0.8034860491752625
2088,"#Trump blasts #Facebook, #Twitter for censoring article of #Biden 
https://t.co/MxFfbiuAlB 
#Sharjah24 https://t.co/fxChbip64t","trump blasts facebook twitter for censoring article of biden 
httpstcomxffbiualb 
sharjah24 httpstcofxchbip64t",negative,0.5555294752120972
2089,#HunterBiden #HunterBidenEmails #hunterscrackpipe #Hunterbidenlaptop #JoeBiden #SleepyJoe https://t.co/A7mkHG2Y0u,hunterbiden hunterbidenemails hunterscrackpipe hunterbidenlaptop joebiden sleepyjoe httpstcoa7mkhg2y0u,neutral,0.8408870100975037
2090,"I will not watch this monster. Raise your hand high if your watching Joe Biden, for him keeping his word, showing up for the scheduled abc town hall...🖐 #JoeBiden #AbcTownHall https://t.co/Hm3OrnnpTJ",i will not watch this monster raise your hand high if your watching joe biden for him keeping his word showing up for the scheduled abc town hall joebiden abctownhall httpstcohm3ornnptj,negative,0.8559055328369141
2091,"I wonder how much the Streisand effect kicked in today on the hunter Biden story?

#HunterBiden #biden #politics #censorship #bigtech https://t.co/qhCIvgpnvR","i wonder how much the streisand effect kicked in today on the hunter biden story

hunterbiden biden politics censorship bigtech httpstcoqhcivgpnvr",neutral,0.7422241568565369
2092,"Yet @Twitter and @Facebook censor this because #partisan #Election #Interference

Left this on a laptop, didn't pay to get it back, tech finds illegal stuff and gives to FBI, they sit on it. Tech made a copy and shared that as well. 

#Biden is busted. He knows it. You know it. https://t.co/FbhW59avjU","yet twitter and facebook censor this because partisan election interference

left this on a laptop didnt pay to get it back tech finds illegal stuff and gives to fbi they sit on it tech made a copy and shared that as well 

biden is busted he knows it you know it httpstcofbhw59avju",negative,0.821804404258728
2093,#NewYorkPost #biden https://t.co/KnOysZp0zP,newyorkpost biden httpstcoknoyszp0zp,neutral,0.8370428085327148
2094,@realDonaldTrump Hahahahahah!  We see right through this shit now. Bye Don #biden,realdonaldtrump hahahahahah  we see right through this shit now bye don biden,negative,0.7528124451637268
2095,"“#Zlochevsky is believed to control #Burisma, a producer of oil and gas in #Ukraine. Burisma claims to control a quarter of the nation’s private oil and gas. The company’s board of directors includes Hunter #Biden, son of the incumbent U.S. Vice President Joe Biden”",zlochevsky is believed to control burisma a producer of oil and gas in ukraine burisma claims to control a quarter of the nations private oil and gas the companys board of directors includes hunter biden son of the incumbent us vice president joe biden,neutral,0.9145793914794922
